epoch,train_loss,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage
89,0.18275,0.17277,0.7753,0.8734,0.8462,0.9025,6.31e-05,64,0.8759,0.7511,0.7657,0.7979,0.6610
90,0.18125,0.17074,0.7798,0.8763,0.8556,0.8980,6.23e-05,64,0.8839,0.7567,0.7700,0.8022,0.6609
91,0.17913,0.17240,0.7664,0.8677,0.8436,0.8933,6.15e-05,64,0.8702,0.7487,0.7532,0.7823,0.6551
92,0.17702,0.16795,0.7766,0.8742,0.8511,0.8986,6.07e-05,64,0.8752,0.7529,0.7677,0.8017,0.6590
93,0.17408,0.16482,0.7815,0.8774,0.8548,0.9012,5.99e-05,64,0.8826,0.7589,0.7710,0.8047,0.6653
94,0.17377,0.16561,0.7724,0.8716,0.8452,0.8996,5.91e-05,64,0.8694,0.7523,0.7619,0.7972,0.6566
95,0.17118,0.16227,0.7816,0.8774,0.8578,0.8980,5.83e-05,64,0.8829,0.7599,0.7700,0.8046,0.6654
96,0.16928,0.16046,0.7813,0.8772,0.8556,0.9000,5.75e-05,64,0.8810,0.7612,0.7683,0.8051,0.6657
97,0.16823,0.15918,0.7791,0.8758,0.8484,0.9051,5.66e-05,64,0.8819,0.7577,0.7685,0.8030,0.6595
98,0.16641,0.15733,0.7842,0.8791,0.8616,0.8973,5.58e-05,64,0.8862,0.7591,0.7716,0.8091,0.6687
99,0.16469,0.15652,0.7819,0.8776,0.8578,0.8983,5.50e-05,64,0.8836,0.7606,0.7710,0.8050,0.6632
100,0.16428,0.15451,0.7836,0.8787,0.8586,0.8997,5.42e-05,64,0.8849,0.7621,0.7740,0.8066,0.6656
101,0.16266,0.15555,0.7799,0.8763,0.8655,0.8875,5.34e-05,64,0.8797,0.7537,0.7677,0.8041,0.6677
102,0.16070,0.15201,0.7855,0.8799,0.8641,0.8962,5.25e-05,64,0.8855,0.7651,0.7763,0.8086,0.6664
103,0.15879,0.15173,0.7801,0.8765,0.8560,0.8979,5.17e-05,64,0.8772,0.7603,0.7691,0.8010,0.6686
104,0.15795,0.14868,0.7879,0.8813,0.8637,0.8997,5.09e-05,64,0.8891,0.7681,0.7755,0.8093,0.6725
105,0.15590,0.14728,0.7903,0.8828,0.8701,0.8960,5.01e-05,64,0.8913,0.7708,0.7791,0.8127,0.6724
106,0.15554,0.14653,0.7888,0.8819,0.8679,0.8964,4.92e-05,64,0.8893,0.7722,0.7784,0.8098,0.6694
107,0.15371,0.14680,0.7834,0.8786,0.8607,0.8971,4.84e-05,64,0.8842,0.7676,0.7771,0.8057,0.6587
108,0.15302,0.14395,0.7896,0.8824,0.8665,0.8989,4.76e-05,64,0.8902,0.7700,0.7777,0.8117,0.6736
109,0.15165,0.14402,0.7875,0.8811,0.8689,0.8936,4.67e-05,64,0.8877,0.7690,0.7779,0.8091,0.6687
110,0.15086,0.14144,0.7901,0.8827,0.8630,0.9034,4.59e-05,64,0.8893,0.7692,0.7769,0.8129,0.6769
111,0.14957,0.14116,0.7875,0.8811,0.8605,0.9028,4.51e-05,64,0.8847,0.7677,0.7748,0.8095,0.6760
112,0.14856,0.14073,0.7873,0.8810,0.8629,0.8999,4.43e-05,64,0.8848,0.7725,0.7779,0.8096,0.6672
113,0.14679,0.13890,0.7903,0.8829,0.8655,0.9009,4.35e-05,64,0.8885,0.7669,0.7791,0.8125,0.6785
114,0.14585,0.13766,0.7934,0.8848,0.8734,0.8965,4.26e-05,64,0.8922,0.7759,0.7822,0.8154,0.6767
