epoch,train_loss,train_seg,train_profile,train_trace,ramp,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage,val_iou_intersecting_conjugate
95,0.25030,0.25030,0.00000,0.00000,1.00,0.24924,0.4936,0.6610,0.5815,0.7656,1.00e-04,39,0.5324,0.5298,0.5241,0.5708,0.1844,0.7754
96,0.24925,0.24925,0.00000,0.00000,1.00,0.25152,0.4951,0.6623,0.6026,0.7352,1.00e-04,39,0.5506,0.5339,0.6062,0.5484,0.1518,0.7834
97,0.25033,0.25033,0.00000,0.00000,1.00,0.23449,0.5191,0.6834,0.6227,0.7573,1.00e-04,39,0.6050,0.5580,0.6364,0.5799,0.1749,0.7783
98,0.25048,0.25048,0.00000,0.00000,1.00,0.23865,0.5058,0.6718,0.5891,0.7815,1.00e-04,39,0.5903,0.5750,0.6413,0.5631,0.1608,0.7824
99,0.24852,0.24852,0.00000,0.00000,1.00,0.23999,0.5183,0.6827,0.6201,0.7595,1.00e-04,39,0.5506,0.5442,0.6209,0.5738,0.1782,0.7802
100,0.24184,0.24184,0.00000,0.00000,1.00,0.23059,0.5296,0.6925,0.6326,0.7648,5.00e-05,39,0.6140,0.5586,0.6564,0.5826,0.1749,0.7863
101,0.23489,0.23489,0.00000,0.00000,1.00,0.22792,0.5307,0.6934,0.6313,0.7691,5.00e-05,39,0.6226,0.5582,0.6540,0.5740,0.1834,0.7881
102,0.23482,0.23482,0.00000,0.00000,1.00,0.23244,0.5312,0.6938,0.6369,0.7620,5.00e-05,39,0.5830,0.5445,0.6437,0.5712,0.1876,0.7913
103,0.23585,0.23585,0.00000,0.00000,1.00,0.22061,0.5451,0.7056,0.6413,0.7843,5.00e-05,39,0.6393,0.5956,0.6709,0.5959,0.1895,0.7909
104,0.23082,0.23082,0.00000,0.00000,1.00,0.22825,0.5420,0.7029,0.6513,0.7635,5.00e-05,39,0.6223,0.5856,0.6517,0.5592,0.1809,0.7894
105,0.23460,0.23460,0.00000,0.00000,1.00,0.23498,0.5313,0.6939,0.6416,0.7555,5.00e-05,39,0.6082,0.5607,0.6534,0.5671,0.1661,0.7903
106,0.23508,0.23508,0.00000,0.00000,1.00,0.22666,0.5418,0.7028,0.6533,0.7606,5.00e-05,39,0.6288,0.5869,0.6642,0.5934,0.1741,0.7919
107,0.23166,0.23166,0.00000,0.00000,1.00,0.22979,0.5378,0.6994,0.6476,0.7602,5.00e-05,39,0.6028,0.5563,0.6550,0.5828,0.1806,0.7931
108,0.22799,0.22799,0.00000,0.00000,1.00,0.21986,0.5517,0.7111,0.6584,0.7729,5.00e-05,39,0.6279,0.5948,0.6561,0.5960,0.1967,0.7918
109,0.23220,0.23220,0.00000,0.00000,1.00,0.22026,0.5468,0.7070,0.6501,0.7749,5.00e-05,39,0.6259,0.5881,0.6566,0.6011,0.1973,0.7917
