epoch,train_loss,train_seg,train_profile,train_trace,ramp,val_loss,val_iou,val_dice,val_precision,val_recall,lr,seconds,val_iou_en_echelon,val_iou_horsetail,val_iou_negative_flower,val_iou_positive_flower,val_iou_listric_assemblage,val_iou_intersecting_conjugate
131,0.22698,0.22698,0.00000,0.00000,1.00,0.23729,0.5286,0.6916,0.6419,0.7498,1.00e-04,48,0.5793,0.5617,0.6115,0.5193,0.1824,0.7792
132,0.22829,0.22829,0.00000,0.00000,1.00,0.23123,0.5389,0.7004,0.6606,0.7453,1.00e-04,48,0.5940,0.5669,0.6209,0.5548,0.1895,0.7816
133,0.22824,0.22824,0.00000,0.00000,1.00,0.22736,0.5456,0.7060,0.6530,0.7683,1.00e-04,48,0.5934,0.5947,0.6129,0.5947,0.1903,0.7837
134,0.23165,0.23165,0.00000,0.00000,1.00,0.23447,0.5297,0.6926,0.6484,0.7431,1.00e-04,49,0.5722,0.5979,0.6244,0.6048,0.1691,0.7750
135,0.23075,0.23075,0.00000,0.00000,1.00,0.22098,0.5530,0.7122,0.6846,0.7420,1.00e-04,48,0.6260,0.5815,0.6512,0.5922,0.1943,0.7850
136,0.22999,0.22999,0.00000,0.00000,1.00,0.22789,0.5411,0.7022,0.6615,0.7483,1.00e-04,48,0.5582,0.5978,0.6275,0.6141,0.1925,0.7831
137,0.22590,0.22590,0.00000,0.00000,1.00,0.22730,0.5355,0.6975,0.6294,0.7821,1.00e-04,49,0.5758,0.6161,0.6364,0.6108,0.1818,0.7787
138,0.22340,0.22340,0.00000,0.00000,1.00,0.21974,0.5536,0.7127,0.6539,0.7831,1.00e-04,48,0.5945,0.6220,0.6264,0.6157,0.2015,0.7807
139,0.22695,0.22695,0.00000,0.00000,1.00,0.21869,0.5501,0.7097,0.6430,0.7919,1.00e-04,48,0.6267,0.5979,0.6268,0.5848,0.2081,0.7827
140,0.22819,0.22819,0.00000,0.00000,1.00,0.22885,0.5388,0.7003,0.6503,0.7587,1.00e-04,49,0.6051,0.5985,0.6373,0.5920,0.1737,0.7847
141,0.22040,0.22040,0.00000,0.00000,1.00,0.21302,0.5598,0.7178,0.6678,0.7759,5.00e-05,49,0.6163,0.6104,0.6576,0.5818,0.2193,0.7923
142,0.21431,0.21431,0.00000,0.00000,1.00,0.21537,0.5602,0.7182,0.6712,0.7722,5.00e-05,48,0.6316,0.6000,0.6680,0.5851,0.2035,0.7928
143,0.21472,0.21472,0.00000,0.00000,1.00,0.21403,0.5584,0.7167,0.6731,0.7662,5.00e-05,48,0.6335,0.5995,0.6739,0.5872,0.2083,0.7908
144,0.21324,0.21324,0.00000,0.00000,1.00,0.21735,0.5619,0.7195,0.6912,0.7503,5.00e-05,48,0.6296,0.6158,0.6699,0.6081,0.1907,0.7908
145,0.21121,0.21121,0.00000,0.00000,1.00,0.20604,0.5731,0.7286,0.6803,0.7842,5.00e-05,48,0.6450,0.6248,0.6666,0.6061,0.2289,0.7906
146,0.21354,0.21354,0.00000,0.00000,1.00,0.21201,0.5691,0.7253,0.6890,0.7657,5.00e-05,48,0.6351,0.5867,0.6692,0.5929,0.2185,0.7882
147,0.21172,0.21172,0.00000,0.00000,1.00,0.21278,0.5673,0.7240,0.6839,0.7690,5.00e-05,49,0.6231,0.6408,0.6638,0.6051,0.2091,0.7943
148,0.20984,0.20984,0.00000,0.00000,1.00,0.21452,0.5650,0.7221,0.6785,0.7716,5.00e-05,48,0.6130,0.6123,0.6607,0.5811,0.2169,0.7867
